,codigo,nao,sob,br,teor,portal,ww,jus,http,autenticacao,autenticardocumento,asp,senha,pagina,inteiro,penal,pela,i,direito,estado,min,contra,pelo,ap,moraes,alexandre,crimes,pessoas,dia,democratico,denuncia,vogal,ii,crime,violencia,p,n,criminosa,atos,palacio_do_planalto,todos,associacao,ja,lei,foram,publico,republica,mesmo,acao,rd,poderes,grupo,pratica,patrimonio,forma,m,unico,denunciado,ameaca,bem,paragrafo,ainda,caso,assim,geral,grave,manifestantes,l,congresso_nacional,corte,relacao,nq,iv,exercicio,condutas,reu,abolicao,pena,policia,golpe,competencia,foro,ministerio,inq,outros,sentido,meio,prerrogativa,alem,violenta,presente,conforme,fatos,poder,tem,qualquer,r,governo,dano,quanto,parte,emprego,prejuizo,uniao,fim,momento,eett,denunciados,fato,juizo,esta,conduta,defesa,existencia,pelos,silva,militar,circunstancias,rel,sendo,sido,invasao,paulo,praca_dos_tres_poderes,autoria,razao,termos,nesse,portanto,causa,delito,sem,objetivo,seguranca,inclusive,concurso,julgamento,constitucionais,lucia,acusado,c,delitos,demais,seja,participacao,dias,investigados,deve,acoes,anos
publico,8720.0,10004.0,5652.0,5627.0,5757.0,5559.0,5619.0,5590.0,5652.0,5530.0,5518.0,5510.0,5534.0,5695.0,5618.0,8952.0,4321.0,3940.0,4425.0,4372.0,4164.0,3846.0,6939.0,2852.0,3449.0,3415.0,4262.0,2387.0,2586.0,3059.0,5876.0,1710.0,3111.0,4321.0,2875.0,2072.0,1988.0,2906.0,3302.0,3344.0,2704.0,2096.0,1557.0,3242.0,1824.0,22569.0,3017.0,1689.0,3275.0,2128.0,2014.0,2062.0,3170.0,6483.0,1894.0,1146.0,2809.0,1677.0,1460.0,2030.0,2723.0,2245.0,2491.0,1892.0,2158.0,1259.0,929.0,1419.0,2019.0,1233.0,1926.0,1868.0,2120.0,1448.0,1523.0,1479.0,1705.0,1014.0,1170.0,1290.0,525.0,951.0,14404.0,1569.0,1169.0,881.0,1228.0,920.0,1238.0,1651.0,2123.0,1816.0,1081.0,1666.0,575.0,559.0,460.0,1671.0,2536.0,1215.0,928.0,867.0,1030.0,2036.0,1064.0,2136.0,985.0,1248.0,1639.0,1686.0,872.0,759.0,972.0,1714.0,1035.0,1189.0,1117.0,1839.0,1007.0,671.0,449.0,1819.0,467.0,1513.0,1495.0,1191.0,765.0,1267.0,1692.0,894.0,1118.0,726.0,1147.0,576.0,1738.0,725.0,954.0,1140.0,440.0,1790.0,458.0,998.0,903.0,1434.0,665.0,125.0,770.0,1829.0,1995.0,865.0
republica,7407.0,8073.0,6086.0,5408.0,5360.0,5339.0,5427.0,5394.0,5460.0,5316.0,5299.0,5288.0,5284.0,5391.0,5325.0,4859.0,6716.0,3860.0,4811.0,5756.0,2880.0,4065.0,3392.0,3112.0,2629.0,2639.0,2823.0,2169.0,2362.0,4125.0,3495.0,2824.0,1780.0,1385.0,2947.0,1461.0,986.0,1468.0,2721.0,2643.0,1104.0,1269.0,3003.0,1434.0,2927.0,3017.0,22197.0,2327.0,2183.0,1986.0,4173.0,2034.0,2657.0,1163.0,2605.0,1739.0,1256.0,2140.0,1552.0,1806.0,1239.0,1763.0,2595.0,1779.0,12273.0,1512.0,2489.0,1921.0,3265.0,2152.0,1470.0,1470.0,1209.0,3229.0,1714.0,1573.0,2437.0,480.0,1441.0,1916.0,1331.0,2406.0,2158.0,2496.0,1777.0,1516.0,1152.0,2251.0,502.0,1788.0,1441.0,1461.0,1407.0,1727.0,952.0,1472.0,1325.0,2174.0,477.0,1444.0,489.0,1086.0,827.0,1533.0,1635.0,1240.0,484.0,654.0,829.0,986.0,315.0,515.0,1123.0,867.0,1059.0,1784.0,1951.0,1039.0,838.0,1511.0,857.0,1806.0,163.0,1806.0,358.0,1838.0,750.0,1449.0,1401.0,617.0,1034.0,359.0,2196.0,2207.0,775.0,318.0,1152.0,1794.0,152.0,1080.0,1043.0,1991.0,510.0,1112.0,148.0,382.0,1903.0,257.0,1372.0,524.0
mesmo,6912.0,8821.0,5208.0,4673.0,4951.0,4606.0,4709.0,4640.0,4690.0,4593.0,4582.0,4576.0,4579.0,4739.0,4716.0,5211.0,4138.0,3377.0,3633.0,2732.0,3355.0,4058.0,3599.0,2460.0,2475.0,2469.0,3836.0,4194.0,4957.0,2267.0,1939.0,1961.0,2477.0,4353.0,3307.0,1613.0,1756.0,1867.0,1934.0,2170.0,1522.0,1386.0,1802.0,628.0,1589.0,1689.0,2327.0,21732.0,1623.0,1869.0,2117.0,2864.0,1370.0,1609.0,1517.0,746.0,838.0,2484.0,2119.0,1185.0,726.0,2494.0,3319.0,1393.0,889.0,2132.0,1334.0,925.0,2343.0,1458.0,3044.0,1418.0,330.0,1997.0,1348.0,1018.0,1478.0,650.0,726.0,1314.0,2214.0,1451.0,572.0,1335.0,1166.0,4015.0,1303.0,1263.0,1645.0,1480.0,1521.0,842.0,1374.0,1712.0,2218.0,2938.0,478.0,1411.0,1131.0,1229.0,1605.0,1360.0,1434.0,928.0,1851.0,1465.0,944.0,1216.0,1825.0,854.0,791.0,1880.0,1154.0,697.0,604.0,433.0,993.0,771.0,1138.0,424.0,2513.0,964.0,1163.0,2615.0,1317.0,454.0,1137.0,1953.0,625.0,581.0,511.0,1750.0,1494.0,981.0,475.0,1696.0,1779.0,980.0,969.0,399.0,654.0,1016.0,793.0,1287.0,1496.0,648.0,631.0,1352.0,1301.0,298.0
acao,8427.0,8289.0,5077.0,5012.0,5019.0,4752.0,4919.0,4788.0,4856.0,4741.0,4735.0,4732.0,4754.0,4899.0,4801.0,14035.0,5200.0,3602.0,3483.0,3033.0,3475.0,2990.0,4527.0,3193.0,2706.0,2722.0,4696.0,1083.0,2206.0,2342.0,6924.0,1481.0,3602.0,1976.0,1466.0,1573.0,1856.0,2461.0,2788.0,1417.0,2847.0,1753.0,1388.0,2225.0,1816.0,3275.0,2183.0,1623.0,21577.0,1551.0,2023.0,1540.0,2027.0,2114.0,2253.0,1683.0,1665.0,2491.0,1245.0,1350.0,1664.0,1494.0,1723.0,1717.0,1722.0,1264.0,432.0,1825.0,1983.0,1989.0,1160.0,1209.0,1211.0,2055.0,2650.0,1910.0,1727.0,444.0,737.0,741.0,3167.0,2955.0,3062.0,2261.0,567.0,2014.0,415.0,2823.0,1676.0,1170.0,2884.0,1686.0,1532.0,920.0,743.0,740.0,603.0,1205.0,1307.0,1642.0,809.0,976.0,1504.0,1457.0,1625.0,850.0,700.0,623.0,1605.0,1421.0,497.0,1452.0,1430.0,2906.0,1819.0,688.0,343.0,1181.0,1252.0,1461.0,1260.0,444.0,291.0,77.0,2596.0,1175.0,1120.0,1605.0,1555.0,4959.0,814.0,809.0,930.0,290.0,240.0,719.0,2311.0,1043.0,100.0,1254.0,1351.0,646.0,916.0,1490.0,857.0,1387.0,1710.0,1905.0,1181.0,610.0
rd,18382.0,6652.0,17534.0,15286.0,20240.0,15734.0,14422.0,14846.0,13998.0,16118.0,16542.0,16966.0,18316.0,20656.0,19808.0,4895.0,3348.0,16653.0,2867.0,3240.0,5938.0,3292.0,1994.0,5145.0,5960.0,5793.0,2946.0,2394.0,1881.0,1970.0,2553.0,12380.0,1889.0,2171.0,1681.0,795.0,1539.0,2019.0,2088.0,1556.0,1849.0,1723.0,986.0,1779.0,1889.0,2128.0,1986.0,1869.0,1551.0,21500.0,1863.0,1282.0,1787.0,1311.0,1872.0,951.0,1399.0,1549.0,1414.0,1646.0,1255.0,1475.0,1447.0,1988.0,1352.0,1255.0,1238.0,953.0,2029.0,1931.0,1921.0,16170.0,823.0,1254.0,1135.0,30.0,1046.0,687.0,1212.0,960.0,2367.0,2354.0,1493.0,2003.0,1304.0,1072.0,1191.0,2389.0,877.0,829.0,1224.0,1089.0,1317.0,948.0,1099.0,1351.0,377.0,860.0,835.0,749.0,939.0,790.0,682.0,865.0,878.0,1149.0,0.0,1471.0,832.0,1177.0,639.0,738.0,592.0,1029.0,479.0,804.0,549.0,685.0,932.0,651.0,731.0,759.0,500.0,1105.0,734.0,589.0,872.0,766.0,673.0,873.0,661.0,968.0,896.0,552.0,736.0,673.0,1143.0,1164.0,19.0,475.0,474.0,888.0,834.0,488.0,678.0,617.0,1308.0,820.0,886.0,532.0
poderes,7028.0,7530.0,4928.0,4939.0,4807.0,4889.0,5050.0,4994.0,5111.0,4845.0,4807.0,4770.0,4670.0,4681.0,4644.0,4312.0,5234.0,2311.0,10234.0,10716.0,2901.0,6713.0,2727.0,2666.0,2590.0,2588.0,2885.0,2549.0,4125.0,9339.0,1580.0,1523.0,1243.0,2544.0,7367.0,1254.0,923.0,3086.0,2508.0,2962.0,2053.0,3244.0,1782.0,1712.0,1845.0,2014.0,4173.0,2117.0,2023.0,1863.0,21329.0,3656.0,2759.0,2608.0,2408.0,1021.0,1448.0,4524.0,5925.0,3392.0,1415.0,694.0,1336.0,2230.0,626.0,5684.0,1130.0,2231.0,3891.0,227.0,623.0,1463.0,1193.0,8429.0,817.0,1355.0,3688.0,1248.0,1088.0,1499.0,417.0,25.0,814.0,125.0,837.0,1056.0,2449.0,64.0,1679.0,2807.0,812.0,1408.0,1024.0,3810.0,1137.0,1549.0,149.0,5354.0,628.0,1689.0,1479.0,4207.0,1034.0,2057.0,1135.0,1163.0,619.0,838.0,655.0,948.0,387.0,1310.0,387.0,106.0,1726.0,929.0,2536.0,508.0,475.0,553.0,292.0,1663.0,326.0,2619.0,486.0,783.0,86.0,931.0,1383.0,278.0,383.0,1064.0,2734.0,758.0,1070.0,435.0,442.0,8788.0,190.0,371.0,272.0,1684.0,1558.0,611.0,1124.0,265.0,46.0,383.0,515.0,1080.0
grupo,5049.0,7075.0,4607.0,4907.0,4469.0,4220.0,4325.0,4207.0,4263.0,4160.0,4153.0,4150.0,4183.0,4351.0,4273.0,1267.0,2896.0,1636.0,2631.0,2799.0,2976.0,4467.0,5442.0,1687.0,3376.0,3244.0,2052.0,3904.0,5723.0,2299.0,962.0,706.0,809.0,1352.0,3523.0,2276.0,3373.0,3654.0,4635.0,4252.0,1649.0,3821.0,2534.0,372.0,2208.0,2062.0,2034.0,2864.0,1540.0,1282.0,3656.0,20846.0,2648.0,2350.0,1317.0,249.0,852.0,4171.0,1480.0,574.0,850.0,2547.0,1053.0,1720.0,417.0,1419.0,1293.0,324.0,4696.0,30.0,830.0,855.0,494.0,2175.0,616.0,797.0,1025.0,194.0,1611.0,493.0,39.0,51.0,622.0,252.0,1561.0,1200.0,2077.0,53.0,2596.0,752.0,739.0,1391.0,1322.0,1913.0,1398.0,468.0,754.0,2736.0,642.0,600.0,467.0,1110.0,1137.0,838.0,1257.0,1110.0,2141.0,2294.0,317.0,532.0,1152.0,331.0,351.0,278.0,1159.0,700.0,2188.0,545.0,42.0,503.0,351.0,1835.0,1256.0,1958.0,114.0,130.0,239.0,1152.0,1234.0,180.0,365.0,716.0,3601.0,256.0,945.0,432.0,29.0,1962.0,2673.0,4.0,230.0,997.0,1072.0,260.0,1271.0,1071.0,239.0,76.0,1902.0,396.0
pratica,8116.0,6665.0,5248.0,4490.0,4590.0,4343.0,4506.0,4369.0,4413.0,4338.0,4336.0,4338.0,4371.0,4526.0,4447.0,6270.0,7891.0,4533.0,7573.0,8001.0,2595.0,3694.0,3389.0,2636.0,2764.0,2626.0,8266.0,3794.0,3472.0,6400.0,3269.0,1546.0,3172.0,5130.0,3016.0,1350.0,2532.0,7680.0,5375.0,2087.0,2435.0,7419.0,1753.0,2818.0,885.0,3170.0,2657.0,1370.0,2027.0,1787.0,2759.0,2648.0,20714.0,3190.0,3192.0,4541.0,4989.0,1783.0,2882.0,1067.0,5002.0,1554.0,977.0,1422.0,2082.0,2391.0,1072.0,4842.0,2278.0,1973.0,1681.0,1313.0,2414.0,2207.0,3645.0,2217.0,5049.0,1633.0,910.0,4724.0,415.0,818.0,1447.0,2276.0,1112.0,896.0,1271.0,817.0,963.0,3888.0,1269.0,1437.0,1210.0,1097.0,1322.0,810.0,566.0,1655.0,2226.0,1013.0,1072.0,1226.0,1012.0,1211.0,1703.0,975.0,608.0,1230.0,587.0,758.0,1144.0,712.0,1169.0,2001.0,1427.0,1374.0,839.0,1489.0,354.0,509.0,355.0,1227.0,740.0,1221.0,2059.0,1039.0,278.0,692.0,1524.0,1023.0,2304.0,709.0,2293.0,369.0,1598.0,1802.0,397.0,1184.0,313.0,1172.0,923.0,2627.0,1011.0,677.0,1129.0,201.0,560.0,918.0,942.0,794.0
patrimonio,10524.0,3572.0,4541.0,4638.0,4294.0,4591.0,4722.0,4662.0,4791.0,4506.0,4459.0,4419.0,4309.0,4232.0,4246.0,7864.0,7383.0,8532.0,5581.0,7569.0,2317.0,9892.0,3148.0,2593.0,2194.0,2184.0,4524.0,3902.0,3524.0,5245.0,2904.0,1339.0,6607.0,3638.0,8667.0,1024.0,3669.0,4188.0,3713.0,4305.0,3552.0,3533.0,998.0,7094.0,2445.0,6483.0,1163.0,1609.0,2114.0,1311.0,2608.0,2350.0,3190.0,20692.0,2203.0,3281.0,6671.0,1970.0,7649.0,2481.0,6562.0,784.0,1500.0,1407.0,909.0,7789.0,820.0,2724.0,3568.0,737.0,1590.0,874.0,6878.0,1375.0,1935.0,1168.0,3479.0,1902.0,1150.0,4082.0,375.0,252.0,572.0,1080.0,1377.0,400.0,1746.0,271.0,2257.0,3393.0,1168.0,2044.0,641.0,324.0,971.0,122.0,885.0,2246.0,8450.0,1202.0,404.0,5887.0,7871.0,9311.0,1002.0,730.0,781.0,1110.0,1079.0,523.0,588.0,398.0,563.0,522.0,1302.0,682.0,347.0,474.0,189.0,992.0,375.0,1918.0,303.0,2077.0,1328.0,798.0,462.0,238.0,707.0,485.0,1012.0,203.0,765.0,404.0,1045.0,2728.0,628.0,1135.0,201.0,721.0,750.0,827.0,855.0,571.0,595.0,902.0,186.0,454.0,671.0,1115.0
forma,7794.0,9541.0,5537.0,5056.0,4767.0,4950.0,5132.0,5048.0,5176.0,4891.0,4847.0,4809.0,4717.0,4725.0,4657.0,7176.0,3468.0,3922.0,4867.0,4578.0,2548.0,3541.0,3704.0,3031.0,1890.0,1916.0,4501.0,3551.0,2228.0,3184.0,2537.0,2379.0,1679.0,1968.0,2122.0,1505.0,1657.0,2293.0,2590.0,1529.0,3007.0,2610.0,1993.0,3181.0,1431.0,1894.0,2605.0,1517.0,2253.0,1872.0,2408.0,1317.0,3192.0,2203.0,20692.0,1430.0,1472.0,2196.0,1366.0,1588.0,1352.0,1688.0,1860.0,1702.0,1780.0,1371.0,1182.0,1574.0,1713.0,1680.0,1625.0,1532.0,1240.0,3231.0,1529.0,1401.0,1716.0,923.0,528.0,1886.0,2151.0,1680.0,856.0,2879.0,1145.0,1378.0,1999.0,1627.0,695.0,1075.0,1975.0,1690.0,1320.0,1107.0,1229.0,1322.0,749.0,1844.0,773.0,1335.0,1555.0,820.0,869.0,916.0,1033.0,490.0,564.0,1908.0,1161.0,1046.0,963.0,1209.0,1356.0,886.0,2178.0,699.0,394.0,782.0,995.0,860.0,1352.0,769.0,548.0,952.0,481.0,572.0,1175.0,1534.0,1380.0,908.0,1220.0,1126.0,1867.0,517.0,460.0,1824.0,1311.0,1436.0,302.0,1667.0,636.0,1637.0,1030.0,1575.0,370.0,778.0,1149.0,1344.0,367.0,302.0
m,12330.0,2149.0,4438.0,4128.0,4487.0,4137.0,4119.0,4122.0,4118.0,4152.0,4169.0,4188.0,4266.0,4519.0,4393.0,10782.0,6380.0,9521.0,7942.0,9777.0,1878.0,4732.0,2235.0,1558.0,2318.0,2355.0,5880.0,2077.0,1728.0,7611.0,3703.0,2499.0,8215.0,3899.0,5182.0,5771.0,4824.0,5932.0,1839.0,1066.0,4713.0,6006.0,663.0,5795.0,515.0,1146.0,1739.0,746.0,1683.0,951.0,1021.0,249.0,4541.0,3281.0,1430.0,20082.0,8882.0,776.0,6043.0,881.0,8782.0,358.0,1476.0,1173.0,3166.0,4936.0,254.0,11897.0,1244.0,1199.0,2357.0,731.0,5898.0,1100.0,2045.0,2082.0,6110.0,2487.0,94.0,8610.0,547.0,157.0,965.0,1213.0,462.0,498.0,2396.0,150.0,1145.0,5846.0,837.0,407.0,595.0,69.0,735.0,214.0,5083.0,3021.0,4398.0,1142.0,584.0,2606.0,2408.0,2799.0,1789.0,416.0,552.0,536.0,234.0,347.0,804.0,1012.0,633.0,391.0,1208.0,1128.0,179.0,481.0,833.0,185.0,115.0,295.0,809.0,1270.0,742.0,1083.0,927.0,374.0,562.0,1210.0,1797.0,321.0,867.0,64.0,478.0,1332.0,455.0,775.0,424.0,756.0,3873.0,1286.0,230.0,316.0,378.0,708.0,18.0,426.0,389.0,1802.0
unico,14082.0,3364.0,4642.0,4643.0,4577.0,4594.0,4722.0,4664.0,4750.0,4566.0,4540.0,4520.0,4494.0,4541.0,4516.0,12809.0,7487.0,11974.0,6557.0,7496.0,2513.0,7171.0,2416.0,2870.0,2733.0,2757.0,7721.0,3148.0,2529.0,5850.0,5013.0,2043.0,10640.0,5169.0,5777.0,1586.0,4152.0,7584.0,1226.0,881.0,5929.0,7880.0,685.0,8249.0,733.0,2809.0,1256.0,838.0,1665.0,1399.0,1448.0,852.0,4989.0,6671.0,1472.0,8882.0,19668.0,980.0,5746.0,1285.0,18432.0,470.0,1482.0,1003.0,1166.0,5356.0,313.0,8167.0,884.0,1848.0,3158.0,976.0,9235.0,1385.0,2537.0,2670.0,5170.0,4818.0,113.0,5315.0,486.0,28.0,1337.0,1024.0,217.0,571.0,905.0,29.0,1280.0,5255.0,1070.0,899.0,1220.0,102.0,239.0,404.0,620.0,564.0,7039.0,1141.0,449.0,3934.0,4152.0,4848.0,2244.0,691.0,770.0,907.0,1174.0,461.0,1086.0,711.0,913.0,587.0,1495.0,1699.0,159.0,1111.0,594.0,246.0,322.0,247.0,486.0,864.0,1110.0,1415.0,1336.0,233.0,535.0,1961.0,1421.0,703.0,229.0,158.0,584.0,2252.0,411.0,1068.0,486.0,992.0,2439.0,1567.0,334.0,495.0,952.0,1547.0,0.0,819.0,337.0,2890.0
denunciado,5643.0,5608.0,4248.0,4180.0,4372.0,4085.0,4141.0,4120.0,4163.0,4074.0,4072.0,4076.0,4122.0,4373.0,4303.0,3160.0,4235.0,2342.0,3569.0,3918.0,2730.0,3549.0,5194.0,1629.0,2618.0,2601.0,3039.0,3046.0,5417.0,3069.0,2173.0,1272.0,1002.0,944.0,2703.0,1822.0,3728.0,4018.0,2817.0,3268.0,2581.0,4174.0,1381.0,1223.0,1929.0,1677.0,2140.0,2484.0,2491.0,1549.0,4524.0,4171.0,1783.0,1970.0,2196.0,776.0,980.0,19564.0,1608.0,1295.0,989.0,1908.0,1254.0,1699.0,966.0,1579.0,386.0,688.0,3738.0,545.0,1223.0,1438.0,854.0,2349.0,2136.0,348.0,1457.0,508.0,1804.0,914.0,375.0,637.0,1057.0,668.0,1263.0,1284.0,1645.0,479.0,1449.0,1576.0,918.0,1994.0,1530.0,2758.0,598.0,484.0,663.0,2089.0,601.0,1477.0,819.0,1701.0,1222.0,1232.0,814.0,1238.0,1533.0,1130.0,526.0,521.0,816.0,1495.0,898.0,734.0,1485.0,1000.0,916.0,630.0,672.0,544.0,1089.0,493.0,719.0,2184.0,952.0,674.0,808.0,888.0,1045.0,308.0,295.0,760.0,1670.0,338.0,736.0,808.0,168.0,2356.0,1309.0,434.0,477.0,1541.0,2259.0,992.0,656.0,418.0,484.0,486.0,572.0,174.0
ameaca,10708.0,3166.0,4012.0,4013.0,3840.0,3950.0,4092.0,4039.0,4147.0,3914.0,3883.0,3856.0,3799.0,3859.0,3825.0,8921.0,6706.0,6246.0,10466.0,12916.0,2056.0,8697.0,1924.0,2492.0,2066.0,2052.0,4291.0,3944.0,2377.0,9922.0,1758.0,1433.0,6194.0,5486.0,16789.0,1663.0,2692.0,4681.0,2201.0,3478.0,3257.0,4099.0,856.0,5328.0,1588.0,1460.0,1552.0,2119.0,1245.0,1414.0,5925.0,1480.0,2882.0,7649.0,1366.0,6043.0,5746.0,1608.0,19545.0,2033.0,5701.0,791.0,2349.0,1579.0,382.0,16557.0,1261.0,5656.0,3213.0,884.0,414.0,936.0,4143.0,4628.0,1846.0,1060.0,6362.0,2552.0,525.0,6772.0,502.0,200.0,1015.0,435.0,1282.0,267.0,4456.0,198.0,1788.0,5588.0,545.0,530.0,237.0,1238.0,1393.0,734.0,247.0,4799.0,6088.0,808.0,510.0,10553.0,6210.0,7435.0,1361.0,635.0,624.0,585.0,1312.0,180.0,531.0,1380.0,401.0,104.0,843.0,570.0,373.0,457.0,310.0,52.0,704.0,728.0,1145.0,2697.0,678.0,404.0,274.0,344.0,398.0,465.0,1698.0,491.0,1479.0,1182.0,1098.0,1783.0,290.0,3534.0,293.0,322.0,795.0,912.0,847.0,1094.0,407.0,301.0,0.0,259.0,197.0,1980.0
bem,6216.0,6892.0,4575.0,4092.0,4259.0,4203.0,4136.0,4106.0,4172.0,4041.0,4033.0,4029.0,4049.0,4185.0,4125.0,5144.0,4480.0,3177.0,4400.0,5124.0,2099.0,3296.0,3091.0,2610.0,2247.0,2263.0,3226.0,1555.0,1678.0,3516.0,1671.0,1994.0,1612.0,1813.0,3675.0,1211.0,1913.0,1165.0,1814.0,1308.0,2034.0,751.0,2011.0,3091.0,2168.0,2030.0,1806.0,1185.0,1350.0,1646.0,3392.0,574.0,1067.0,2481.0,1588.0,881.0,1285.0,1295.0,2033.0,18857.0,1078.0,2002.0,1359.0,3308.0,1640.0,1866.0,775.0,1139.0,924.0,1880.0,2124.0,1322.0,1396.0,2300.0,1415.0,1088.0,704.0,1394.0,1395.0,1145.0,2102.0,1541.0,866.0,1344.0,885.0,1094.0,626.0,1341.0,1201.0,604.0,838.0,1637.0,831.0,1666.0,1700.0,1391.0,249.0,1758.0,710.0,1236.0,1865.0,1442.0,1050.0,1003.0,691.0,524.0,381.0,915.0,856.0,1232.0,873.0,1437.0,766.0,670.0,383.0,956.0,632.0,461.0,367.0,1112.0,1256.0,783.0,778.0,934.0,434.0,1101.0,898.0,831.0,1022.0,530.0,1043.0,926.0,649.0,1512.0,1189.0,433.0,1192.0,1273.0,539.0,1009.0,586.0,1265.0,840.0,1640.0,499.0,227.0,1025.0,1124.0,963.0,1153.0
paragrafo,13617.0,2870.0,4373.0,4315.0,4322.0,4274.0,4380.0,4329.0,4401.0,4251.0,4234.0,4222.0,4217.0,4290.0,4252.0,12476.0,7374.0,11713.0,6493.0,7464.0,2417.0,7116.0,2237.0,2618.0,2589.0,2611.0,7751.0,3083.0,2462.0,5819.0,4948.0,1891.0,10472.0,5189.0,5636.0,1481.0,4031.0,7572.0,1043.0,886.0,5560.0,7861.0,602.0,7953.0,689.0,2723.0,1239.0,726.0,1664.0,1255.0,1415.0,850.0,5002.0,6562.0,1352.0,8782.0,18432.0,989.0,5701.0,1078.0,18833.0,350.0,1315.0,1034.0,1117.0,5283.0,178.0,8073.0,896.0,1813.0,3098.0,861.0,9094.0,1342.0,2567.0,2653.0,5168.0,4774.0,116.0,5326.0,476.0,27.0,1302.0,1031.0,192.0,501.0,880.0,28.0,1275.0,5252.0,1025.0,780.0,1120.0,104.0,163.0,246.0,671.0,488.0,7040.0,1176.0,327.0,3825.0,3982.0,4818.0,2153.0,692.0,770.0,756.0,1124.0,462.0,1057.0,743.0,933.0,453.0,1498.0,1718.0,90.0,1170.0,594.0,267.0,329.0,204.0,435.0,803.0,1135.0,1422.0,1284.0,170.0,586.0,1932.0,1429.0,591.0,266.0,117.0,594.0,2200.0,371.0,1061.0,485.0,1011.0,2375.0,1525.0,329.0,419.0,941.0,1554.0,0.0,835.0,314.0,2896.0
ainda,5720.0,8740.0,4765.0,4563.0,4586.0,4534.0,4622.0,4598.0,4660.0,4465.0,4437.0,4414.0,4368.0,4414.0,4391.0,3681.0,2444.0,2252.0,1839.0,1622.0,2170.0,2002.0,4057.0,2528.0,2241.0,2236.0,2419.0,2871.0,3608.0,1266.0,2283.0,2238.0,1465.0,2038.0,1266.0,1196.0,2611.0,1751.0,2118.0,1807.0,2047.0,1444.0,2178.0,845.0,1525.0,2245.0,1763.0,2494.0,1494.0,1475.0,694.0,2547.0,1554.0,784.0,1688.0,358.0,470.0,1908.0,791.0,2002.0,350.0,18759.0,2360.0,1105.0,1387.0,650.0,1636.0,497.0,766.0,2005.0,2313.0,1344.0,361.0,1112.0,1502.0,1368.0,368.0,871.0,1069.0,594.0,1374.0,2421.0,1662.0,1496.0,1907.0,1143.0,624.0,2172.0,1154.0,272.0,1196.0,1140.0,1609.0,906.0,1286.0,1473.0,245.0,856.0,269.0,1135.0,1307.0,340.0,360.0,502.0,568.0,1012.0,753.0,1250.0,1598.0,620.0,739.0,1076.0,594.0,1403.0,707.0,837.0,600.0,1788.0,339.0,1345.0,1329.0,1200.0,765.0,807.0,792.0,1180.0,798.0,797.0,1059.0,678.0,936.0,987.0,1054.0,831.0,786.0,835.0,1298.0,398.0,764.0,374.0,176.0,1409.0,641.0,1259.0,677.0,649.0,1773.0,888.0,1038.0,222.0
caso,8005.0,8571.0,4633.0,4223.0,4366.0,4121.0,4223.0,4183.0,4269.0,4094.0,4073.0,4057.0,4052.0,4152.0,4111.0,7161.0,3284.0,3638.0,2335.0,3238.0,3036.0,3474.0,3523.0,2349.0,1952.0,1980.0,2698.0,3176.0,2316.0,1810.0,2382.0,2185.0,2907.0,3192.0,2693.0,1153.0,1669.0,1386.0,2496.0,928.0,946.0,634.0,1298.0,1777.0,821.0,2491.0,2595.0,3319.0,1723.0,1447.0,1336.0,1053.0,977.0,1500.0,1860.0,1476.0,1482.0,1254.0,2349.0,1359.0,1315.0,2360.0,18409.0,2209.0,1891.0,2522.0,392.0,1550.0,1396.0,2798.0,2943.0,1016.0,1251.0,1231.0,1984.0,1400.0,1070.0,1250.0,655.0,1092.0,3376.0,3050.0,1998.0,1749.0,1044.0,1503.0,1488.0,2733.0,886.0,952.0,3682.0,1215.0,1308.0,484.0,1185.0,1363.0,689.0,1344.0,980.0,1411.0,1280.0,1469.0,2302.0,1396.0,1198.0,357.0,663.0,1124.0,770.0,658.0,760.0,1367.0,352.0,1263.0,545.0,378.0,290.0,2803.0,1395.0,564.0,2311.0,143.0,422.0,1461.0,383.0,768.0,1307.0,1314.0,857.0,492.0,964.0,498.0,902.0,189.0,409.0,1256.0,1166.0,899.0,416.0,591.0,946.0,1109.0,1134.0,1468.0,631.0,390.0,1905.0,2138.0,1252.0,298.0
